"code","description"
B2702          ,Gammaherpesviral mononucleosis with meningitis
B2709          ,Gammaherpesviral mononucleosis with other complications
B2710          ,Cytomegaloviral mononucleosis without complications
B2711          ,Cytomegaloviral mononucleosis with polyneuropathy
B2712          ,Cytomegaloviral mononucleosis with meningitis
B2719          ,Cytomegaloviral mononucleosis with other complication
B2780          ,Other infectious mononucleosis without complication
B2781          ,Other infectious mononucleosis with polyneuropathy
B2782          ,Other infectious mononucleosis with meningitis
B2789          ,Other infectious mononucleosis with other complication
B2790          ,"Infectious mononucleosis, unspecified without complication"
B2791          ,"Infectious mononucleosis, unspecified with polyneuropathy"
B2792          ,"Infectious mononucleosis, unspecified with meningitis"
B2799          ,"Infectious mononucleosis, unspecified with other complication"
B300           ,Keratoconjunctivitis due to adenovirus
B301           ,Conjunctivitis due to adenovirus
B302           ,Viral pharyngoconjunctivitis
B303           ,Acute epidemic hemorrhagic conjunctivitis (enteroviral)
B308           ,Other viral conjunctivitis
B309           ,"Viral conjunctivitis, unspecified"
B330           ,Epidemic myalgia
B331           ,Ross River disease
B3320          ,"Viral carditis, unspecified"
B3321          ,Viral endocarditis
B3322          ,Viral myocarditis
B3323          ,Viral pericarditis
B3324          ,Viral cardiomyopathy
B333           ,"Retrovirus infections, not elsewhere classified"
B334           ,Hantavirus (cardio)-pulmonary syndrome [HPS] [HCPS]
B338           ,Other specified viral diseases
B340           ,"Adenovirus infection, unspecified"
B341           ,"Enterovirus infection, unspecified"
B342           ,"Coronavirus infection, unspecified"
B343           ,"Parvovirus infection, unspecified"
B344           ,"Papovavirus infection, unspecified"
B348           ,Other viral infections of unspecified site
B349           ,"Viral infection, unspecified"
B350           ,Tinea barbae and tinea capitis
B351           ,Tinea unguium
B352           ,Tinea manuum
B353           ,Tinea pedis
B354           ,Tinea corporis
B355           ,Tinea imbricata
B356           ,Tinea cruris
B358           ,Other dermatophytoses
B359           ,"Dermatophytosis, unspecified"
B360           ,Pityriasis versicolor
B361           ,Tinea nigra
B362           ,White piedra
B363           ,Black piedra
B368           ,Other specified superficial mycoses
B369           ,"Superficial mycosis, unspecified"
B370           ,Candidal stomatitis
B371           ,Pulmonary candidiasis
B372           ,Candidiasis of skin and nail
B373           ,Candidiasis of vulva and vagina
B3741          ,Candidal cystitis and urethritis
B3742          ,Candidal balanitis
B3749          ,Other urogenital candidiasis
B375           ,Candidal meningitis
B376           ,Candidal endocarditis
B377           ,Candidal sepsis
B3781          ,Candidal esophagitis
B3782          ,Candidal enteritis
B3783          ,Candidal cheilitis
B3784          ,Candidal otitis externa
B3789          ,Other sites of candidiasis
B379           ,"Candidiasis, unspecified"
B380           ,Acute pulmonary coccidioidomycosis
B381           ,Chronic pulmonary coccidioidomycosis
B382           ,"Pulmonary coccidioidomycosis, unspecified"
B383           ,Cutaneous coccidioidomycosis
B384           ,Coccidioidomycosis meningitis
B387           ,Disseminated coccidioidomycosis
B3881          ,Prostatic coccidioidomycosis
B3889          ,Other forms of coccidioidomycosis
B389           ,"Coccidioidomycosis, unspecified"
B390           ,Acute pulmonary histoplasmosis capsulati
B391           ,Chronic pulmonary histoplasmosis capsulati
B392           ,"Pulmonary histoplasmosis capsulati, unspecified"
B393           ,Disseminated histoplasmosis capsulati
B394           ,"Histoplasmosis capsulati, unspecified"
B395           ,Histoplasmosis duboisii
B399           ,"Histoplasmosis, unspecified"
B400           ,Acute pulmonary blastomycosis
B401           ,Chronic pulmonary blastomycosis
B402           ,"Pulmonary blastomycosis, unspecified"
B403           ,Cutaneous blastomycosis
B407           ,Disseminated blastomycosis
B4081          ,Blastomycotic meningoencephalitis
B4089          ,Other forms of blastomycosis
B409           ,"Blastomycosis, unspecified"
B410           ,Pulmonary paracoccidioidomycosis
B417           ,Disseminated paracoccidioidomycosis
B418           ,Other forms of paracoccidioidomycosis
B419           ,"Paracoccidioidomycosis, unspecified"
B420           ,Pulmonary sporotrichosis
B421           ,Lymphocutaneous sporotrichosis
B427           ,Disseminated sporotrichosis
B4281          ,Cerebral sporotrichosis
B4282          ,Sporotrichosis arthritis
B4289          ,Other forms of sporotrichosis
B429           ,"Sporotrichosis, unspecified"
B430           ,Cutaneous chromomycosis
B431           ,Pheomycotic brain abscess
B432           ,Subcutaneous pheomycotic abscess and cyst
B438           ,Other forms of chromomycosis
B439           ,"Chromomycosis, unspecified"
B440           ,Invasive pulmonary aspergillosis
B441           ,Other pulmonary aspergillosis
B442           ,Tonsillar aspergillosis
B447           ,Disseminated aspergillosis
B4481          ,Allergic bronchopulmonary aspergillosis
B4489          ,Other forms of aspergillosis
B449           ,"Aspergillosis, unspecified"
B450           ,Pulmonary cryptococcosis
B451           ,Cerebral cryptococcosis
B452           ,Cutaneous cryptococcosis
B453           ,Osseous cryptococcosis
B457           ,Disseminated cryptococcosis
B458           ,Other forms of cryptococcosis
B459           ,"Cryptococcosis, unspecified"
B460           ,Pulmonary mucormycosis
B461           ,Rhinocerebral mucormycosis
B462           ,Gastrointestinal mucormycosis
B463           ,Cutaneous mucormycosis
B464           ,Disseminated mucormycosis
B465           ,"Mucormycosis, unspecified"
B468           ,Other zygomycoses
B469           ,"Zygomycosis, unspecified"
B470           ,Eumycetoma
B471           ,Actinomycetoma
B479           ,"Mycetoma, unspecified"
B480           ,Lobomycosis
B481           ,Rhinosporidiosis
B482           ,Allescheriasis
B483           ,Geotrichosis
B484           ,Penicillosis
B488           ,Other specified mycoses
B49            ,Unspecified mycosis
B500           ,Plasmodium falciparum malaria with cerebral complications
B508           ,Other severe and complicated Plasmodium falciparum malaria
B509           ,"Plasmodium falciparum malaria, unspecified"
B510           ,Plasmodium vivax malaria with rupture of spleen
B518           ,Plasmodium vivax malaria with other complications
B519           ,Plasmodium vivax malaria without complication
B520           ,Plasmodium malariae malaria with nephropathy
B528           ,Plasmodium malariae malaria with other complications
B529           ,Plasmodium malariae malaria without complication
B530           ,Plasmodium ovale malaria
B531           ,Malaria due to simian plasmodia
B538           ,"Other malaria, not elsewhere classified"
B54            ,Unspecified malaria
B550           ,Visceral leishmaniasis
B551           ,Cutaneous leishmaniasis
B552           ,Mucocutaneous leishmaniasis
B559           ,"Leishmaniasis, unspecified"
B560           ,Gambiense trypanosomiasis
B561           ,Rhodesiense trypanosomiasis
B569           ,"African trypanosomiasis, unspecified"
B570           ,Acute Chagas' disease with heart involvement
B571           ,Acute Chagas' disease without heart involvement
B572           ,Chagas' disease (chronic) with heart involvement
B5730          ,"Chagas' disease with digestive system involvement, unspecified"
B5731          ,Megaesophagus in Chagas' disease
B5732          ,Megacolon in Chagas' disease
B5739          ,Other digestive system involvement in Chagas' disease
B5740          ,"Chagas' disease with nervous system involvement, unspecified"
B5741          ,Meningitis in Chagas' disease
B5742          ,Meningoencephalitis in Chagas' disease
B5749          ,Other nervous system involvement in Chagas' disease
B575           ,Chagas' disease (chronic) with other organ involvement
B5800          ,"Toxoplasma oculopathy, unspecified"
B5801          ,Toxoplasma chorioretinitis
B5809          ,Other toxoplasma oculopathy
B581           ,Toxoplasma hepatitis
B582           ,Toxoplasma meningoencephalitis
B583           ,Pulmonary toxoplasmosis
B5881          ,Toxoplasma myocarditis
B5882          ,Toxoplasma myositis
B5883          ,Toxoplasma tubulo-interstitial nephropathy
B5889          ,Toxoplasmosis with other organ involvement
B589           ,"Toxoplasmosis, unspecified"
B59            ,Pneumocystosis
B600           ,Babesiosis
B6010          ,"Acanthamebiasis, unspecified"
B6011          ,Meningoencephalitis due to Acanthamoeba (culbertsoni)
B6012          ,Conjunctivitis due to Acanthamoeba
B6013          ,Keratoconjunctivitis due to Acanthamoeba
B6019          ,Other acanthamebic disease
B602           ,Naegleriasis
B608           ,Other specified protozoal diseases
B64            ,Unspecified protozoal disease
B650           ,Schistosomiasis due to Schistosoma haematobium [urinary schistosomiasis]
B651           ,Schistosomiasis due to Schistosoma mansoni [intestinal schistosomiasis]
B652           ,Schistosomiasis due to Schistosoma japonicum
B653           ,Cercarial dermatitis
B658           ,Other schistosomiasis
B659           ,"Schistosomiasis, unspecified"
B660           ,Opisthorchiasis
B661           ,Clonorchiasis
B662           ,Dicroceliasis
B663           ,Fascioliasis
B664           ,Paragonimiasis
B665           ,Fasciolopsiasis
B668           ,Other specified fluke infections
B669           ,"Fluke infection, unspecified"
B670           ,Echinococcus granulosus infection of liver
B671           ,Echinococcus granulosus infection of lung
B672           ,Echinococcus granulosus infection of bone
B6731          ,"Echinococcus granulosus infection, thyroid gland"
B6732          ,"Echinococcus granulosus infection, multiple sites"
B6739          ,"Echinococcus granulosus infection, other sites"
B674           ,"Echinococcus granulosus infection, unspecified"
B675           ,Echinococcus multilocularis infection of liver
B6761          ,"Echinococcus multilocularis infection, multiple sites"
B6769          ,"Echinococcus multilocularis infection, other sites"
B677           ,"Echinococcus multilocularis infection, unspecified"
B678           ,"Echinococcosis, unspecified, of liver"
B6790          ,"Echinococcosis, unspecified"
B6799          ,Other echinococcosis
B680           ,Taenia solium taeniasis
B681           ,Taenia saginata taeniasis
B689           ,"Taeniasis, unspecified"
B690           ,Cysticercosis of central nervous system
B691           ,Cysticercosis of eye
B6981          ,Myositis in cysticercosis
B6989          ,Cysticercosis of other sites
B699           ,"Cysticercosis, unspecified"
B700           ,Diphyllobothriasis
B701           ,Sparganosis
B710           ,Hymenolepiasis
B711           ,Dipylidiasis
B718           ,Other specified cestode infections
B719           ,"Cestode infection, unspecified"
B72            ,Dracunculiasis
B7300          ,"Onchocerciasis with eye involvement, unspecified"
B7301          ,Onchocerciasis with endophthalmitis
B7302          ,Onchocerciasis with glaucoma
B7309          ,Onchocerciasis with other eye involvement
B731           ,Onchocerciasis without eye disease
B740           ,Filariasis due to Wuchereria bancrofti
B741           ,Filariasis due to Brugia malayi
B742           ,Filariasis due to Brugia timori
B743           ,Loiasis
B744           ,Mansonelliasis
B748           ,Other filariases
B749           ,"Filariasis, unspecified"
B75            ,Trichinellosis
B760           ,Ancylostomiasis
B761           ,Necatoriasis
B768           ,Other hookworm diseases
B769           ,"Hookworm disease, unspecified"
B770           ,Ascariasis with intestinal complications
B7781          ,Ascariasis pneumonia
B7789          ,Ascariasis with other complications
B779           ,"Ascariasis, unspecified"
B780           ,Intestinal strongyloidiasis
B781           ,Cutaneous strongyloidiasis
B787           ,Disseminated strongyloidiasis
B789           ,"Strongyloidiasis, unspecified"
B79            ,Trichuriasis
B80            ,Enterobiasis
B810           ,Anisakiasis
B811           ,Intestinal capillariasis
B812           ,Trichostrongyliasis
B813           ,Intestinal angiostrongyliasis
B814           ,Mixed intestinal helminthiases
B818           ,Other specified intestinal helminthiases
B820           ,"Intestinal helminthiasis, unspecified"
B829           ,"Intestinal parasitism, unspecified"
B830           ,Visceral larva migrans
B831           ,Gnathostomiasis
B832           ,Angiostrongyliasis due to Parastrongylus cantonensis
B833           ,Syngamiasis
B834           ,Internal hirudiniasis
B838           ,Other specified helminthiases
B839           ,"Helminthiasis, unspecified"
B850           ,Pediculosis due to Pediculus humanus capitis
B851           ,Pediculosis due to Pediculus humanus corporis
B852           ,"Pediculosis, unspecified"
B853           ,Phthiriasis
B854           ,Mixed pediculosis and phthiriasis
B86            ,Scabies
B870           ,Cutaneous myiasis
B871           ,Wound myiasis
B872           ,Ocular myiasis
B873           ,Nasopharyngeal myiasis
B874           ,Aural myiasis
B8781          ,Genitourinary myiasis
B8782          ,Intestinal myiasis
B8789          ,Myiasis of other sites
B879           ,"Myiasis, unspecified"
B880           ,Other acariasis
B881           ,Tungiasis [sandflea infestation]
B882           ,Other arthropod infestations
B883           ,External hirudiniasis
B888           ,Other specified infestations
B889           ,"Infestation, unspecified"
B89            ,Unspecified parasitic disease
B900           ,Sequelae of central nervous system tuberculosis
