"code","description"
P000000924          ,Respules Combimist L 2.5 ML
P000000925          ,Respules Duolin 3 ML
P000000934          ,Rizanet 5 MG (Disintegrating Strip)
P000000935          ,RL 1000 ML (Plastic)
P000000936          ,RL 500 ML (Plastic) Eurohead
P000000937          ,Rotacap Aerocort
P000000938          ,Rotacap Aerocort Forte
P000000939          ,Rotacap Airz
P000000940          ,Rotacap Airz 25 F
P000000949          ,Rotacap Seroflo 500 MCG
P000000950          ,Rotacap Tiova 18 MCG
P000000951          ,Rotacaps Flutrol 250 MCG
P000000952          ,Rotacaps Foracort 200 MCG
P000000953          ,Rotacaps Foracort 400 MCG
P000000954          ,Rotacaps Formonide 400 MCG
P000000955          ,Sachet Calcirol 60K
P000000964          ,Sachet Lamino HP 30 GM
P000000965          ,Sachet Movicol
P000000966          ,Sachet Omez Insta
P000000967          ,Sachet Pentasa 1 GM
P000000968          ,Sachet Razo Easy 3 GM
P000000969          ,Sachet Reflex Plus 8 GM
P000000970          ,Sachet Rowasa 1 GM
P000000979          ,Solution Gentian Violet
P000000980          ,Solution Looz 200 ML (Oral)
P000000981          ,Solution Lox Viscous 2% 100 ML
P000000982          ,Solution Phlebotroy QPS 5 ML
P000000983          ,Solution Silver Stream 100 ML
P000000984          ,Solution Themiseal 100 ML
P000000985          ,Solution Wokadine 100 ML
P000000994          ,Spray Minirin (Nasal)
P000000995          ,Spray Nasivion (Nasal)
P000000996          ,Spray Naso B12 (Nasal)
P000000997          ,Spray Otrivin Oxy Adult (Nasal)
P000000998          ,Spray Oxum
P000000999          ,Spray Volini 40 GM
P000001000          ,Spray Wasa Mousse 200 ML
P000001009          ,Suppository Neomol 250 MG
P000001010          ,Suppository Supridol 100 MG
P000001011          ,Syrup A To Z NS 200 ML
P000001012          ,Syrup Alex 100 ML
P000001013          ,Syrup Alex 100 ML (Sugar Free)
P000001014          ,Syrup Allegra 100 ML
P000001015          ,Syrup Alpitone 200 ML
P000001016          ,Syrup Ambrodil S
P000001017          ,Syrup Antiflu 75 ML
P000001018          ,Syrup Aptivate 175 ML
P000001019          ,Syrup Ascoril
P000001020          ,Syrup Ascoril (Sugar Free)
P000001021          ,Syrup Ascoril C
P000001022          ,Syrup Ascoril D 12
P000001023          ,Syrup Ascoril D Plus
P000001024          ,Syrup Ascoril LS Plus
P000001025          ,Syrup Asthalin 100 ML
P000001026          ,Syrup Augmentin DDS
P000001027          ,Syrup Augmentin Duo 30 ML
P000001028          ,Syrup Azee 100 MG
P000001029          ,Syrup Azee 200 MG
P000001030          ,Syrup Bandy
P000001031          ,Syrup Bayer Tonic 250 ML
P000001032          ,Syrup Becosules 120 ML
P000001033          ,Syrup Betonin
P000001034          ,Syrup Bevon 200 ML
P000001035          ,Syrup Bro Zedex 100 ML
P000001036          ,Syrup Bron Corex 100 ML
P000001037          ,Syrup Bron Corex 50 ML
P000001038          ,Syrup Calcurosin
P000001039          ,Syrup Calpol 120 MG
P000001040          ,Syrup Calpol 250 MG
P000001041          ,Syrup Caripill 150 ML
P000001042          ,Syrup Cetzine
P000001043          ,Syrup Citralka
P000001044          ,Syrup Combiflam
P000001045          ,Syrup Corex DX
P000001046          ,Syrup Cremaffin
P000001047          ,Syrup Cremaffin Plus
P000001048          ,Syrup Cyclopam
P000001049          ,Syrup Cypon 200 ML
P000001050          ,Syrup Dexorange 200 ML
P000001051          ,Syrup Digene Gel
P000001052          ,Syrup Dixin
P000001053          ,Syrup Donep 60 ML
P000001054          ,Syrup Duphalac 150 ML
P000001055          ,Syrup Duphalac 250 ML
P000001056          ,Syrup Encorate
P000001057          ,Syrup Fluvir 75 ML
P000001058          ,Syrup Furoped 30 ML
P000001059          ,Syrup Gemcal 120 ML
P000001060          ,Syrup Grilinctus 100 ML
P000001061          ,Syrup Grilinctus BM 100 ML
P000001062          ,Syrup Haem Up 200 ML
P000001063          ,Syrup Ibugesic 100 ML
P000001064          ,Syrup Ibugesic Plus 100 ML
P000001065          ,Syrup Ibugesic Plus 60 Ml
P000001066          ,Syrup Ignicar
P000001067          ,Syrup Koltus C
P000001068          ,Syrup Koltus D
P000001069          ,Syrup Lactihep
P000001070          ,Syrup Levenue 100 ML
P000001071          ,Syrup Levipil
P000001072          ,Syrup Longifen A
P000001073          ,Syrup Lupituss 100 ML
P000001074          ,Syrup Movicol 200 ML
P000001075          ,Syrup Mucain Gel 200 ML
P000001076          ,Syrup Mucolite
P000001077          ,Syrup Nootropil
P000001078          ,Syrup Normatone
P000001079          ,Syrup O2
P000001080          ,Syrup Oreffin Plus 200 ML
P000001081          ,Syrup Pedicloryl
P000001082          ,Syrup Potklor 200 ML
P000001083          ,Syrup Potrate MB 6 200 ML
P000001084          ,Syrup Rantac 100 ML
P000001085          ,Syrup Rapitus Plus
P000001086          ,Syrup Respicure D
P000001087          ,Syrup Respicure LS
P000001088          ,Syrup Reswas 120 ML
P000001089          ,Syrup Shelcal 200 ML
P000001090          ,Syrup Solvincold AF
P000001091          ,Syrup Sorbiline 200 ML
P000001092          ,Syrup Sparacid DS 100 ML
P000001093          ,Syrup Sucrafil 200 ML
P000001094          ,Syrup Sucrafil O 200 ML
P000001095          ,Syrup Tusq DX
P000001096          ,Syrup Tusq X
P000001097          ,Syrup Uriliser 200 ML
P000001098          ,Syrup Vitcofol 180 ML
P000001099          ,Syrup Zedex 100 ML
P000001100          ,Syrup Zental
P000001101          ,Syrup Zincovit 200 ML
P000001102          ,Tab A To Z
P000001103          ,Tab AB Phylline N
P000001104          ,Tab AB Phylline SR 200 MG
P000001105          ,Tab Abel 40 MG
P000001114          ,Tab Acocontin 75 MG
P000001115          ,Tab Acotrust 100 MG
P000001116          ,Tab Actilife
P000001117          ,Tab Acuvin
P000001118          ,Tab Adeoc 400 MG
P000001119          ,Tab Adesam 200 MG
P000001120          ,Tab Adesam 400 MG
P000001121          ,Tab Adilip 135 MG
P000001122          ,Tab Admenta 10 MG
P000001123          ,Tab Admenta 5 MG
P000001124          ,Tab Akilos 100 MG
P000001125          ,Tab Akilos CR
P000001126          ,Tab Akilos P
P000001127          ,Tab Akilos SP
P000001128          ,Tab AKT 2 Kit
P000001129          ,Tab AKT 3 Kit
P000001130          ,Tab AKT 4 Kit
P000001131          ,Tab Akurit 3
P000001132          ,Tab Akurit 4
P000001133          ,Tab Aldactone 100 MG
P000001134          ,Tab Aldactone 25 MG
P000001135          ,Tab Aldactone 50 MG
P000001136          ,Tab Alfence 10 MG
P000001137          ,Tab Alfoo 10 MG
P000001138          ,Tab Allegra 120 MG
P000001139          ,Tab Allegra 180 MG
P000001140          ,Tab Allegra M
P000001141          ,Tab Alprax 0.25 MG
P000001142          ,Tab Alprax 0.5 MG
P000001143          ,Tab Alprax Plus
P000001144          ,Tab Althrocin 250 MG
P000001145          ,Tab Alzil 5 MG
P000001146          ,Tab Amantrel 100 MG
P000001147          ,Tab Amaryl 1 MG
P000001148          ,Tab Amaryl 2 MG
P000001149          ,Tab Amaryl M 1 Forte
P000001150          ,Tab Amaryl M 1 MG
P000001151          ,Tab Amaryl M 2 Forte
P000001152          ,Tab Amaryl M 2 MG
P000001153          ,Tab Amaryl MP 1 MG
P000001154          ,Tab Amaryl MV 2 MG
P000001155          ,Tab Amazeo 50 MG
P000001156          ,Tab Amicline Plus
P000001157          ,Tab Amifru 40 MG
P000001158          ,Tab Amifru Plus
P000001159          ,Tab Amifru S
P000001160          ,Tab Amlodac 10 MG
P000001161          ,Tab Amlodac 2.5 MG
P000001162          ,Tab Amlodac 5 MG
P000001163          ,Tab Amlodac AT
P000001164          ,Tab Amlodac H
P000001165          ,Tab Amlong 10 MG
P000001166          ,Tab Amlong 2.5 MG
P000001167          ,Tab Amlong 5 MG
P000001168          ,Tab Amlong A 50 MG
P000001169          ,Tab Amlong H
P000001170          ,Tab Amlong MT 25 MG
P000001171          ,Tab Amlong MT 50 MG
P000001172          ,Tab Amlozaar
P000001173          ,Tab Amtas 2.5 MG
P000001174          ,Tab Amtas 5 MG
P000001175          ,Tab Amtas AT 25 MG
P000001176          ,Tab Amtas AT 50 MG
P000001177          ,Tab Amtas M 25 MG
P000001178          ,Tab Amtas M 50 MG
P000001179          ,Tab Anaflam TH 4 MG
P000001180          ,Tab Antidep 25 MG
P000001181          ,Tab Antidol
P000001182          ,Tab Apresol
P000001183          ,Tab Apriglim M 1 MG
P000001184          ,Tab Apriglim M 2 MG
P000001185          ,Tab Apriglim MF 1 MG
P000001186          ,Tab Apriglim MF 2 MG
P000001187          ,Tab Aquazide 12.5 MG
P000001188          ,Tab Arip MT 5 MG
P000001189          ,Tab Arkamin 0.1 MG
P000001190          ,Tab Arvast 20 MG
P000001191          ,Tab Arvast 40 MG
P000001192          ,Tab Aspisol 150 MG
P000001193          ,Tab Aspisol 75 MG
P000001194          ,Tab Assurans 20 MG
P000001195          ,Tab Asthalin 2 MG
P000001196          ,Tab Asthalin 4 MG
P000001197          ,Tab Atarax 10 MG
P000001198          ,Tab Atarax 25 MG
P000001199          ,Tab Aten 25 MG
P000001200          ,Tab Aten 50 MG
P000001201          ,Tab Ativan 1 MG
P000001202          ,Tab Ativan 2 MG
P000001203          ,Tab Atorica 10 MG
P000001204          ,Tab Atorica 20 MG
P000001205          ,Tab Atorica 40 MG
P000001206          ,Tab Atorlip 10 MG
P000001207          ,Tab Atorlip 20 MG
P000001208          ,Tab Atorlip 40 MG
P000001209          ,Tab Atorlip F 10 MG
P000001210          ,Tab Atorva 10 MG
P000001219          ,Tab Axcer 90 MG
P000001220          ,Tab Axcer 90 MG (180 Tab)
P000001221          ,Tab Axinerve P
P000001222          ,Tab Azee 100 MG
P000001223          ,Tab Azee 250 MG
P000001224          ,Tab Azee 500 MG
P000001225          ,Tab Azimax 500 MG
P000001234          ,Tab Azulix 1 MG
P000001235          ,Tab Azulix 2 MF
P000001236          ,Tab Azulix 2 MF Forte
P000001237          ,Tab Azulix 2 MG
P000001238          ,Tab B 29
P000001239          ,Tab B Folcin
P000001240          ,Tab B Folcin Plus
P000001241          ,Tab B Long
P000001242          ,Tab Baclof 10 MG
P000001243          ,Tab Baclof OD 20 MG
P000001244          ,Tab Bacloren 10 MG
P000001245          ,Tab Bactrim DS
P000001246          ,Tab Bandy 400 MG
P000001247          ,Tab Bandy Plus
P000001248          ,Tab Becozyme C Forte
P000001249          ,Tab Benadon 40 MG
P000001250          ,Tab Benalgis 100 MG
P000001251          ,Tab Beplex Forte
P000001252          ,Tab Best Beta 25 MG
P000001253          ,Tab Best Beta 50 MG
P000001254          ,Tab Best Beta AM 25 MG
P000001255          ,Tab Best Beta AM 50 MG
P000001264          ,Tab Bigbro OD 200 MG
P000001265          ,Tab Bilefix 600 MG
P000001266          ,Tab Biosuganril 10 MG
P000001267          ,Tab Biselect 10 MG
P000001268          ,Tab Bon K2
P000001269          ,Tab Bosenat 125 MG
P000001270          ,Tab Bosenat 62.5 MG
P000001279          ,Tab Brumol Kid
P000001280          ,Tab Brupal
P000001281          ,Tab Buscogast 10 MG
P000001282          ,Tab Buscogast Plus
P000001283          ,Tab C Furo 500 MG
P000001284          ,Tab C Furo CV 625 MG
P000001285          ,Tab C UDP 10 MG
P000001286          ,Tab C UDP 20 MG
P000001287          ,Tab C UDP 5 MG
P000001288          ,Tab Cabgolin 0.25 MG
P000001289          ,Tab Cabgolin 0.5 MG
P000001290          ,Tab Cafipar
P000001291          ,Tab Cal MD3
P000001292          ,Tab Calaptin 120 MG
P000001293          ,Tab Calaptin 240 MG
P000001294          ,Tab Calaptin 40 MG
P000001295          ,Tab Calaptin 80 MG
P000001296          ,Tab Caldison 500 MG
P000001297          ,Tab Caldison CT
P000001298          ,Tab Caldison D3
P000001299          ,Tab Calpol 500 MG
P000001309          ,Tab Cardace 10 MG
P000001310          ,Tab Cardace 2.5 MG
P000001311          ,Tab Cardace 5 MG
P000001312          ,Tab Cardace AM 5 MG
P000001313          ,Tab Cardace H 10 MG
P000001314          ,Tab Cardace H 2.5 MG
P000001315          ,Tab Cardace H 5 MG
P000001324          ,Tab Cardivas CR 20 MG
P000001325          ,Tab Cardivas CR 40 MG
P000001326          ,Tab Caripill
P000001327          ,Tab Carisoma Compound
P000001328          ,Tab Carloc 3.125 MG
P000001329          ,Tab Carloc 6.25 MG
P000001330          ,Tab Carni Q
P000001331          ,Tab Carnisure 500 MG
P000001332          ,Tab Carryl 30 MR
P000001333          ,Tab Carryl 60 MR
P000001334          ,Tab Carryl M 30 SR MG
P000001335          ,Tab Carryl M 60 SR MG
P000001336          ,Tab Catchnil
P000001337          ,Tab CCM
P000001338          ,Tab Cefahead 500 MG
P000001339          ,Tab Cefoprit 250 MG
P000001340          ,Tab Cefoprit 500 MG
P000001341          ,Tab Ceftum 125 MG
P000001342          ,Tab Ceftum 250 MG
P000001343          ,Tab Ceftum 500 MG
P000001344          ,Tab Centra P
P000001345          ,Tab Cepodem 200 MG
P000001346          ,Tab Cepodem XP 325 MG
P000001347          ,Tab Ceruvin 75 MG
P000001348          ,Tab Cetapin XR 1 GM
P000001349          ,Tab Cetapin XR 500 MG
P000001350          ,Tab Cetzine 10 MG
P000001351          ,Tab Chilkul 20 MG
P000001352          ,Tab Chlorpromazine 50 MG
P000001353          ,Tab Chymoral AP
P000001354          ,Tab Chymoral Forte
P000001355          ,Tab Chymoral Forte DS
P000001356          ,Tab Cidmus 100 MG
P000001357          ,Tab Cidmus 200 MG
P000001358          ,Tab Cidmus 50 MG
P000001359          ,Tab Cilacar 10 MG
P000001360          ,Tab Cilacar 20 MG
P000001361          ,Tab Cilacar T 10/40 MG
P000001362          ,Tab Cilacar TC 12.5 MG
P000001363          ,Tab Cilesta 100 MG
P000001364          ,Tab Cilesta 50 MG
P000001365          ,Tab Cilodoc 100 MG
P000001366          ,Tab Cilodoc 50 MG
P000001367          ,Tab Cintapro 1 MG
P000001368          ,Tab Ciplactin 4 MG
P000001369          ,Tab Ciplar LA 20 MG
P000001370          ,Tab Ciplar LA 40 MG
P000001371          ,Tab Ciplox 500 MG
P000001372          ,Tab Ciplox TZ
P000001373          ,Tab Claribid 250 MG
P000001374          ,Tab Claribid 500 MG
P000001375          ,Tab Clavam 625 MG
P000001384          ,Tab Clobaz 10 MG
P000001385          ,Tab Clonotril 0.25 MG
P000001386          ,Tab Clonotril 0.5 MG
P000001387          ,Tab Clonotril 1 MG
P000001388          ,Tab Clonotril 2 MG
P000001389          ,Tab Clopilet 75 MG
P000001390          ,Tab Clopitab 75 MG
P000001391          ,Tab Clopivas 75 MG
P000001392          ,Tab Clopivas AP 150 MG
P000001393          ,Tab Clopivas AP 75 MG
P000001394          ,Tab CNF Activ
P000001395          ,Tab Cobadex CZS
P000001396          ,Tab Cognichem 90 MG
P000001397          ,Tab Colospa 135 MG
P000001398          ,Tab Combiflam
P000001399          ,Tab Combutol 1000 MG
P000001400          ,Tab Combutol 600 MG
P000001401          ,Tab Combutol 800 MG
P000001402          ,Tab Complamina Retard 500 MG
P000001403          ,Tab Concor 5 MG
P000001404          ,Tab Concor AM 2.5 MG
P000001405          ,Tab Concor AM 5 MG
P000001414          ,Tab Corbis AM 5 MG
P000001415          ,Tab Corbis H 5 MG
P000001416          ,Tab Cordarone 100 MG
P000001417          ,Tab Cordarone X 200 MG
P000001418          ,Tab Cortimax 6 MG
P000001419          ,Tab Coversyl 2 MG
P000001420          ,Tab Coversyl 4 MG
P000001429          ,Tab C-Pram S 5 MG
P000001430          ,Tab C-Pram S Plus
P000001431          ,Tab Cremalax
P000001432          ,Tab Crestor 10 MG
P000001433          ,Tab Crestor 20 MG
P000001434          ,Tab Crestor 40 MG
P000001435          ,Tab Crestor 5 MG
P000001444          ,Tab Cyra 20 MG
P000001445          ,Tab Cyra LS
P000001446          ,Tab D Veniz 50 MG
P000001447          ,Tab Daflon 1 GM
P000001448          ,Tab Daflon 500 MG
P000001449          ,Tab Dan
P000001450          ,Tab Dan MR
P000001451          ,Tab Dan P
P000001452          ,Tab Dan SP
P000001453          ,Tab Dan SR 100 MG
P000001454          ,Tab Daxid 25 MG
P000001455          ,Tab Daxid 50 MG
P000001456          ,Tab Decmax 4 MG
P000001457          ,Tab Defcort 1 MG
P000001458          ,Tab Defcort 12 MG
P000001459          ,Tab Defcort 6 MG
P000001460          ,Tab Deplatt 75 MG
P000001461          ,Tab Deplatt A 150 MG
P000001462          ,Tab Deplatt A 75 MG
P000001463          ,Tab Depsonil 25 MG
P000001464          ,Tab Deriphyllin
P000001465          ,Tab Deriphyllin OD 300 MG
P000001474          ,Tab Dicloran 50 MG
P000001475          ,Tab Dilex Chono 500 MG
P000001476          ,Tab Dilex Chrono 300 MG
P000001477          ,Tab Diligan 25 MG
P000001478          ,Tab Dilzem 30 MG
P000001479          ,Tab Dilzem 60 MG
P000001480          ,Tab Dilzem SR 90 MG
P000001481          ,Tab Dimol 40 MG
P000001482          ,Tab Dio 1
P000001483          ,Tab Diominic DCA
P000001484          ,Tab Diovol
P000001485          ,Tab Dispar Kid
P000001486          ,Tab Disperzyme
P000001487          ,Tab Disprin 325 MG
P000001488          ,Tab Distinon 60 MG
P000001489          ,Tab Divaine 100 MG
P000001490          ,Tab Divalgress ER 250 MG
P000001491          ,Tab Divalgress ER 500 MG
P000001492          ,Tab Dixin 0.25 MG
P000001493          ,Tab Dizitac
P000001494          ,Tab Dolo 650 MG
P000001495          ,Tab Dolonex DT 20 MG
P000001504          ,Tab Doxolin 400 MG
P000001505          ,Tab Drotin DS
P000001506          ,Tab Droxyl 250 MG
P000001507          ,Tab Droxyl 500 MG
P000001508          ,Tab Droxyl Clav 500 MG
P000001509          ,Tab Dulcoflex
P000001510          ,Tab Duonem 200 MG
P000001511          ,Tab Duonem ER 300 MG
P000001512          ,Tab Duovir E Kit
P000001513          ,Tab Duovir N (30 Tab)
P000001514          ,Tab Duron 200 MG
P000001515          ,Tab Dynaglipt 20 MG
P000001516          ,Tab Dynaglipt M 20/500 MG
P000001517          ,Tab Dynapar
P000001518          ,Tab Dytor 10 MG
P000001519          ,Tab Dytor 100 MG
P000001520          ,Tab Dytor 20 MG
P000001521          ,Tab Dytor 40 MG
P000001522          ,Tab Dytor 5 MG
P000001523          ,Tab Dytor Plus 10 MG
P000001524          ,Tab Dytor Plus 20 MG
P000001525          ,Tab Dytor Plus 5 MG
P000001534          ,Tab Eltroxin 25 MCG
P000001535          ,Tab Eltroxin 50 MCG
P000001536          ,Tab Eltroxin 75 MCG
P000001537          ,Tab Emanzen D
P000001538          ,Tab Emanzen DP
P000001539          ,Tab Embeta AM 50 MG
P000001540          ,Tab Embeta R 2.5 MG
P000001549          ,Tab Encorate 200 MG
P000001550          ,Tab Encorate 500 MG
P000001551          ,Tab Encorate Chrono 200 MG
P000001552          ,Tab Encorate Chrono 300 MG
P000001553          ,Tab Encorate Chrono 400 MG
P000001554          ,Tab Encorate Chrono 500 MG
P000001555          ,Tab Endobloc T Kit
P000001564          ,Tab Epsolin 100 MG
P000001565          ,Tab Epsolin 300 MG
P000001566          ,Tab Epsolin ER 300 MG
P000001567          ,Tab Eptoin 100 MG
P000001568          ,Tab Eptoin 50 MG
P000001569          ,Tab Eptoin ER 300 MG
P000001570          ,Tab Eptus 25 MG
P000001571          ,Tab Eternex M 500 MG
P000001572          ,Tab Etilaam 0.25 MG
P000001573          ,Tab Etilaam 0.5 MG
P000001574          ,Tab Etos MR
P000001575          ,Tab Etoshine 120
P000001576          ,Tab Etoshine 60
P000001577          ,Tab Etoshine 90
P000001578          ,Tab Etoshine MR
P000001579          ,Tab Eurepa 0.5 MG
P000001580          ,Tab Eurepa 1 MG
P000001581          ,Tab Evion LC
P000001582          ,Tab Ezact MR
P000001583          ,Tab Falcigo Plus
P000001584          ,Tab Famocid 20 MG
P000001585          ,Tab Famocid 40 MG
P000001586          ,Tab FC Fung 500 MG
P000001587          ,Tab Fdson 12
P000001588          ,Tab Fdson MP
P000001589          ,Tab Fdson MP Forte
P000001590          ,Tab Febustat 40 MG
P000001591          ,Tab Febustat 80 MG
P000001592          ,Tab Febutaz 40 MG
P000001593          ,Tab Febutaz 80 MG
P000001594          ,Tab Feliz S 10 MG
P000001595          ,Tab Feliz S 5 MG
P000001596          ,Tab Feliz S Lite
P000001597          ,Tab Feliz S Plus
P000001598          ,Tab Feliz S Plus 5 MG
P000001599          ,Tab Fenolip 145 MG
P000001600          ,Tab Flavedon 20 MG
P000001601          ,Tab Flavedon MR
P000001602          ,Tab Flecarite 100 MG
P000001603          ,Tab Flecarite 50 MG
P000001604          ,Tab Flexilor 8 MG
P000001605          ,Tab Flexura D
P000001606          ,Tab Floricot 100 MG
P000001607          ,Tab Fole 100 MG
P000001608          ,Tab Fole 150 MG
P000001609          ,Tab Folimax Plus
P000001610          ,Tab Folispor
P000001611          ,Tab Folitrax 15 MG
P000001612          ,Tab Folitrax 2.5 MG
P000001613          ,Tab Folitrax 5 MG
P000001614          ,Tab Folitrax 7.5 MG
P000001615          ,Tab Folvite
P000001616          ,Tab Forcan 150 MG
P000001617          ,Tab Forcan 200 MG
P000001618          ,Tab Fordil 10 MG
P000001619          ,Tab Fordil 5 MG
P000001620          ,Tab Forecox
P000001621          ,Tab Forson 500 MG
P000001622          ,Tab Forson SR 1 GM
P000001623          ,Tab Forson SR 500 MG
P000001624          ,Tab Forxiga 10 MG
P000001625          ,Tab Fosavance 70 MG
P000001626          ,Tab Frisium 10 MG
P000001627          ,Tab Frisium 5 MG
P000001628          ,Tab Frusenex 100 MG
P000001629          ,Tab Fycompa 2 MG
P000001630          ,Tab Gabaneuron 100/500 MG
P000001631          ,Tab Gabaneuron 300/500 MG
P000001632          ,Tab Gabaneuron NT
P000001633          ,Tab Gabantin 300 MG
P000001634          ,Tab Gabantip AT
P000001635          ,Tab Gabapin 100 MG
P000001636          ,Tab Gabasen OD
P000001637          ,Tab Gabator NT
P000001638          ,Tab Galvus 50 MG
P000001639          ,Tab Galvus Met 50/500 MG
P000001640          ,Tab Ganaton 50 MG
P000001641          ,Tab Gardenal 30 MG
P000001642          ,Tab Gardenal 60 MG
P000001643          ,Tab Gastrozin 75 MG
P000001644          ,Tab GB 29
P000001645          ,Tab Gibtulio 25 MG
P000001646          ,Tab Ginkocer Plus
P000001647          ,Tab Gledepa 10 MG
P000001648          ,Tab Gledepa 5 MG
P000001649          ,Tab Glimestar M 1 MG
P000001650          ,Tab Glimestar M 2 Forte
P000001651          ,Tab Glimestar M2 MG
P000001652          ,Tab Glimisave M 1 MG
P000001653          ,Tab Glimisave M 2 MG
P000001654          ,Tab Glimison M 1 Forte
P000001655          ,Tab Glimison M 1 MG
P000001656          ,Tab Glimison M 2 MG
P000001657          ,Tab Glimison M2 Forte
P000001658          ,Tab Glitaris M 15 MG
P000001659          ,Tab Gluconorm G 1 Forte
P000001660          ,Tab Gluconorm G 1 MG
P000001669          ,Tab Glucored Forte
P000001670          ,Tab Gluformin 500 MG
P000001671          ,Tab Glycinorm 80 MG
P000001672          ,Tab Glycinorm M 40 MG
P000001673          ,Tab Glycinorm M OD 60 MG
P000001674          ,Tab Glycinorm M OD 80 MG
P000001675          ,Tab Glyciphage 500 MG
P000001676          ,Tab Glyciphage SR 1 GM
P000001677          ,Tab Glyciphage SR 500 MG
P000001678          ,Tab Glycolate 1 MG
P000001679          ,Tab Glycolate 2 MG
P000001680          ,Tab Glycomet 1 GM
P000001681          ,Tab Glycomet 250 MG
P000001682          ,Tab Glycomet GP 0.5 Forte
P000001683          ,Tab Glycomet GP 0.5 MG
P000001684          ,Tab Glycomet GP 1 Forte
P000001685          ,Tab Glycomet GP 1 MG
P000001686          ,Tab Glycomet GP 2 Forte
P000001687          ,Tab Glycomet GP 2 MG
P000001688          ,Tab Glycomet GP 3/850 MG
P000001689          ,Tab Glycomet GP 4 Forte
P000001690          ,Tab Glycomet SR 500 MG
P000001691          ,Tab Glycomet SR 850 MG
P000001692          ,Tab Glycomet SR 850 MG.
P000001693          ,Tab Glynase 5 MG
P000001694          ,Tab Glynase MF
P000001695          ,Tab Glynase XL 5 MG
P000001696          ,Tab Glyree M 1 MG
P000001697          ,Tab Glyree M 2 MG
P000001698          ,Tab GP 0.5 MG
P000001699          ,Tab GP 1 MG
P000001700          ,Tab GP 2 MG
P000001701          ,Tab GTN Sorbitrate CR 2.6 MG (30 Tab)
P000001702          ,Tab Gudpres AM 50
P000001703          ,Tab Hadjod (60 Tab)
P000001704          ,Tab HCQS 200 MG
P000001705          ,Tab HCQS 300 MG
P000001706          ,Tab HCQS 400 MG
P000001707          ,Tab Headset
P000001708          ,Tab Heptagon
P000001709          ,Tab Hetrazan 100 MG
P000001710          ,Tab Hison 10 MG
P000001711          ,Tab Hopace 2.5 MG
P000001712          ,Tab Hopace 5 MG
P000001713          ,Tab HP Kit
P000001714          ,Tab Hyocimax S
P000001715          ,Tab Hyponat O 15 MG
P000001716          ,Tab Ibugesic Plus
P000001717          ,Tab Ignicar
P000001718          ,Tab Imdur 30 MG
P000001719          ,Tab Imdur 60 MG
P000001720          ,Tab Inderal 10 MG
P000001721          ,Tab Inderal 20 MG
P000001722          ,Tab Inderal 40 MG
P000001723          ,Tab Ismo 10 MG
P000001724          ,Tab Ismo 20 MG
P000001725          ,Tab Ismo Retard 40 MG
P000001726          ,Tab Isolazine
P000001727          ,Tab Isonorm 30 SR
P000001728          ,Tab Isordil 10 MG
P000001729          ,Tab Isordil 5 MG
P000001730          ,Tab Isorus
P000001731          ,Tab Istamet 50/1000 MG
P000001732          ,Tab Istamet 50/500 MG
P000001733          ,Tab Istavel 50 MG
P000001734          ,Tab Ivabid 5 MG
P000001735          ,Tab Ivabid 7.5 MG
P000001736          ,Tab Ivabrad 5 MG
P000001737          ,Tab Ivabrad 7.5 MG
P000001738          ,Tab Ivabratco 5 MG
P000001739          ,Tab Ivepred 16 MG
P000001740          ,Tab Ivepred 4 MG
P000001741          ,Tab Ivepred 8 MG
P000001742          ,Tab Ivermectol 12 MG
P000001743          ,Tab Janumet 50/1000 MG
P000001744          ,Tab Janumet 50/500 MG
P000001745          ,Tab Januvia 100 MG
P000001746          ,Tab Januvia 50 MG
P000001747          ,Tab Jardiance 10 MG
P000001748          ,Tab K Ion 10 MG
P000001749          ,Tab K Stat 250 MG
P000001750          ,Tab K Stat 500 MG
P000001751          ,Tab Kenadion 10 MG
P000001752          ,Tab Keppra 500 MG
P000001753          ,Tab Ketoadd
P000001754          ,Tab Ketorol DT 10 MG
P000001755          ,Tab Kineto DP
P000001756          ,Tab Kinpride 1 MG
P000001757          ,Tab Koltus 3D
P000001758          ,Tab Komlinz 600 MG
P000001759          ,Tab Korandil 10 MG
P000001760          ,Tab Korandil 5 MG
P000001761          ,Tab L Cin 250 MG
P000001762          ,Tab L Cin 500 MG
P000001763          ,Tab L Cin 750 MG
P000001764          ,Tab L Dio 1
P000001765          ,Tab L Dio 1 M
P000001766          ,Tab L Oson 500 MG
P000001767          ,Tab Lacosam 100 MG
P000001768          ,Tab Lacosam 200 MG
P000001769          ,Tab Lacosam 50 MG
P000001770          ,Tab Lacoset 100 MG
P000001771          ,Tab Lacoset 200 MG
P000001772          ,Tab Lacosid 100 MG
P000001773          ,Tab Lacosid 200 MG
P000001774          ,Tab Lamitor 25 MG
P000001775          ,Tab Lamitor 50 MG
P000001776          ,Tab Lamivir HBV
P000001777          ,Tab Lanoxin 0.25 MG
P000001778          ,Tab Lanum 667 MG
P000001779          ,Tab Lanum C 500 MG
P000001780          ,Tab Lariago DS
P000001781          ,Tab Lasilactone 50 MG
P000001782          ,Tab Lasix 40 MG
P000001783          ,Tab Lesuride 25 MG
P000001784          ,Tab Lesuride OD 75 MG
P000001785          ,Tab Letroz 2.5 MG
P000001786          ,Tab Leucorin 15 MG
P000001787          ,Tab Levenue 500 MG
P000001788          ,Tab Levera 500 MG
