"code","description"
00227,"1.Tab. DN Plus one tablet once daily after dinner for 2 months and review
2.Tab. UPRISE D3 one tablet once weekly after breakfast for 8 weeks and then once monthly for remaining 8 months. 
3.Cremadiet Powder 1 to 2 spoonfuls once a day at night after dinner. Mix with a glass of water or milk and drink. 
4.Continue Euthyroid and MEGA 3
"
00228,"1.Inj.MEXON Gold or Meaxon Plus one ampoule/IM/every alternate day - Total of 3 injections over a period of one week . after that Tab. Neurorexforte one tablet once daily after lunch for 2 months --- Tab. UPRISE D3 60K one tablet once weekly after breakfast for 8 weeks and then once monthly for 10 months,"
00229,Ulcer
00230,"REGULAR EXERCISE 

1. TAB MCBM 69 , 1 TAB ONCE A DAY FOR 90 DAYS 
2. APCOD OBIS SACHET , 1 SACHET MIX IN A GLASS OF WATER ONCE DAILY FOR 90 DAYS 

"
00231,TAB. TELMA 20 mgs one tablet once daily after dinner till review -------- Recheck BP after 1 week while on medication and review
00232,"1) Continue TAB YASMIN for 3 months.
2) Continue lifestyle changes. 
3) Repeat hormonal profile after 3 months. 
4) Review with gynecologist with reports after 3 months."
00233,"1. continue with the present medication
"
00234,"REVIEW WITH ALL THE AVAILABLE OLD REPORTS AND PRESCRIPTIONS 
NUTRITIONIST/ PHYSICAL TRAINER SESSIONS 
T. NEUROBION FORTE take one tablet after lunch for 1 month
T. UPSURGE D3 60K iu .,monthly once for 8 months. 
T. ELIWEL 10MG take one tablet after dinner x 1 month
"
00235,"1. syrup DIGECAINE Take 10ml half an hour before food x 15 days
2. T. CYRA D take one tab half an hour before breakfast X 15 DAYS
3. Continue tablet HEADSET for migraine episodes
4. T. SHELCAL XT take one tablet after food 0-0-1 x 15days
5. T. MGD3 take one tablet after food 0-1-0 x 15 days
6. review with HBA1C, FBS, PLBS Reports 
7. follow up after 2 weeks"
00236,Essential blood tests and review
00237,"1. syrup DIGECAINE Take 10ml half an hour before food x 15 days 2. T. CYRA D take one tab half an hour before breakfast X 15 DAYS 3. Continue tablet HEADSET for migraine episodes 4. T. SHELCAL XT take one tablet after food 0-0-1 x 15days 5. T. MGD3 take one tablet after food 0-1-0 x 15 days 6. review with HBA1C, FBS, PLBS Reports 7. follow up after 2 weeks"
00238,"1.Inj.MEXON Gold or Meaxon Plus one ampoule/IM/every alternate day - Total of 3 injections over a period of one week . after that 2.Tab. Neurorexforte one tablet once daily after lunch for 2 months 
--- ----------------------- 
3. Tab. UPRISE D3 60K one tablet once weekly after breakfast for 8 weeks and then once monthly for 10 months,"
00239,"1. Cap. Nexpro -RD 40mgs one capsule once a day before breakfast for 10 days and review
---
2.Tab. Colospa retard 200mgs one tablet 30 minutes before dinner for 2 weeks. 
------------
check BP readings as advised and review"
00240,"1.Inj.MEXON Gold or Meaxon Plus one ampoule/IM/every alternate day - Total of 3 injections over a period of one week . after that Tab. Neurorexforte one tablet once daily after lunch for 2 months --- -------------Tab. UPRISE D3 60K one tablet once weekly after breakfast for 12 weeks and then once monthly for 8 months,"
00241,Tab. MECOVNERV 1500 one tablet once daily after dinner for 2 months
00242,"1. T. UPRISE D3 60K iu ., take one tablet after food weekly once for 8 weeks. there after monthly once for 8 months. 
2. T. QUOGRESS take one tablet after lunch for 30 days.
3. INJECTION MEAXON GOLD take one ampule intramuscularly over the Buttocks alternatively for 3 doses one dose per day over 1 week from a health care centre. 
4. T. NEUROBION FORTE take one tablet after lunch for 1 month.
5. ROUTINE EYE CHECK UP ., FUNDOSCOPY
6. Adequate hydration
7. NUTRITION AND PHYSICAL TRAINING


"
00243,"Start Cabergoline 
If no macroadenoma can go ahead with IUI cycle on cabergolin

Rx

Tab Cabgolin 0.5 mg 0-0-1 after food - twice a week"
00244,"Continue Cilacar- Get BP readings atleast 6 over a week and review 
---
1.Inj.MEXON Gold or Meaxon Plus one ampoule/IM/every alternate day - Total of 3 injections over a period of one week . after that Tab. Neurorexforte one tablet once daily after lunch for 2 months --- 
 
 Tab. UPRISE D3 60K one tablet once weekly after breakfast for 12 weeks and then once monthly for 8 months, 
---
Tab. Udiliv 300 mgs one tablet once a day after dinner for 4 weeks and review"
00245,"Lifestyle measures
Strict diet and regular exercise ( once TFT better ) 
Thyroid uptake scan
Review with results
Meds as below in the interim 

Rx

Tab Inderal 10 mg 1-0-1 after food x 10 days 


"
00246,"Meds as below
Strict diet and regular exrecise
Change sites
Technique reviewed
Monitor sugars
If FBS < 100 then reduce night dose by 2 units at a time
If FBS > 130 then increase night dose by 2 units at a time
If PPBS < 130 then reduce morning dose b 2 units at a time
If PPBS >180 then increase morning dose by 2 units at a time
Review 1 week 
"
00247,"Meds as below 
Monitor and titrate as required 
Contact SOS
Review 3 months

Lantus 20 unis s/c at bed time 
Inj Apidra 5-9-7 units s/c 5 min before food
Tab Lumia 60 K Units 1/ month x 6 months
 Consider AGP - Freestyle libre"
00248,Check Mid stream Urine for Microscopy / Culture & sensitivities after 1 week and inform
00249,"Strict diet 
At least 45 min brisk walk / day 
Needs to try and lose weight 
Follow dietician and Physical trainer advice
No meds for now apart from suppements as advised already"
00250,"Meds as below
Strict diet 
At least 45 min brisk walk / day 
Light weight / resistance training 
Try and lose 5 Kg at least over the next 3 months

Rx
Tab D Rise 6o K Units 1/ month 
Tab Matilda Forte 0-1-0 after food x 2 months 
Tab Cetapin XR 500 mg 0-0-1 after food x 2 weeks -
 Then 
 Tab Cetapin XR 1gm 0-0-1 after food until review 

Tab Nexpro 40 1-0-0 before food x 1 week - SOS for acidity/gastric issues
"
00251,"1. T. PREGABA M 75MG take one tablet after dinner x 15 days 2. T. ACECLO MR take one tablet after food two times a day x 7 days 3. T. shelcal xt take one tablet after food x 15 days 4. REVIEW with vitamin D3, Vitamin b12 levels. 5. weight reduction., physiotheraphy 6 FOLLOW UP AFTER 2 WEEKS for further evalution if symptoms dont subside"
00252,Take Medicines
00253,"conductivities/
conductivities/
"
00254,Fat in Stool
00255,"1. INJECTION MEAXON GOLD take one ampule intramuscularly over the Buttocks alternatively for 3 doses one dose per day over 1 week from a health care centre. 
2. T. NEUROBION FORTE take one tablet after lunch for 1 month
3. T. QUOGRESS take one tablet after lunch for 30 days.
4. PHYSICAL TRAINING / NUTRITION SESSIONS
5. WEIGHT REDUCTION"
00256,"Chronic Gastrointestinal Ulcer with Hemorrhage/
Chronic Gastrointestinal Ulcer with Hemorrhage/
"
00257,"Swollen Feet/
Swollen Feet/
"
00258,CBc/lft
00259,test345
00260,Take the tablet as instructed.
00261,"Chronic Conditions: Manage any existing health conditions effectively through medication adherence, regular monitoring, and lifestyle modifications.
Preventive Care: Attend regular health screenings, vaccinations, and preventive care appointments to detect and manage potential health issues early."
00262,"1. T. UPRISE D3 60K iu ., take one tablet after food weekly once for 8 weeks. there after monthly once for 8 months. 
2. T. NEUROBION FORTE take one tablet after lunch for 1 month
3. ECG
4. BLOOD PRESSURE monitoring
5. review with previous reports.
6. BLOOD PRESSURE MONITERING
"
00263,"Discussed about Dyslipidaemia- advised Strict Lifestyle modifications vs medication.
Patient would inform about the choice soon."
00264,"1. T. SPINFREE 
take one tablet after food x at the time of vertigo., x 5 days .
2. Epley''s maneuver exercises
3. complete ENT examination
4. weight reduction
5. drink plenty of fluids/ water 
6. NUTRITION / PHYSICAL TRAINING
7. follow up after 2 weeks with Basic blood investigations
8. Review for all general health issues of concern."
00265,start doing atleast 8 k steps a day
00266,"1. T. SPINFREE take one tablet after food x at the time of vertigo., x 5 days . 2. Epley''s maneuver exercises 3. complete ENT examination 4. weight reduction 5. drink plenty of fluids/ water 6. NUTRITION / PHYSICAL TRAINING 7. follow up after 2 weeks with Basic blood investigations 8. Review for all general health issues of concern."
00267,"1. Review with old reports 
2. Basic blood investigations
3. OBSGYNECOLOGIST review
4. Weight reduction
5. Nutrition/physical training
6. follow up after 2 weeks
7. Review for all general health issues of concern"
00268,"1. Weight reduction 
2. Nutrition/physical training 
3. follow up after 2 weeks 
4. Review for all general health issues of concern"
00269,"Bilateral lower limb arterial doppler
nutrition and physical training
stop the vitamin D tablets after the course finishes."
00270,"Dust precautions- 
1) Wet dusting.
2) Remove carpets and soft toys from living spaces.
3) Sun beddings once a week.
4) Avoid indoor plants.
5) Pest control for cockroaches."
00271,"1. WEIGHT REDUCTION 
2. NUTRITION / PHYSICAL TRAINING 
3. REVIEW WITH HBA1C, TSH, ESR AFTER 3 MONTHS
4. ECG 
5. REGULAR BLOOD PRESSURE MONITERING 
6. SALT RESTRICTION"
00272,"1) Avoid incense sticks at home. 
2) Eat food 2-3 hours before sleep.
3) Avoid sour food.
4) Avoid fatty food and cold fluids.
"
00273,"advised to have Vitamin B12 and D supplements
If still painful then plan for MRI cervical spine and r/v with Neurology"
00274,"1. basic blood investigations including ( tsh, vitamin b12, d3, esr )
2. weight reduction 
3. nutrition / physical training"
00275,1. Check recent BP readings and inform
00276,"Continue Cabergoline If no macroadenoma can go ahead with IUI cycle on cabergolin
Stop cabgolin as soon as preg test +
Review 3 months with repeat Prolactin 

 Rx Tab Cabgolin 0.5 mg 0-0-1 after food - twice a week 
"
00277,"Strict compliance
At least 45 min brisk walk / day 
monitor sugars 
If fBS < 100 then reduce night dose by 2 units at a time 
If FBS >130 then increase night dose by 2 units at a time 
If PPBS < 130 then reduce morning dose by 2 units at a time 
If PPBS > 180 then increase morning dose by 2 units at a time 

Rx

Inj Huminsulin 30/70 20-0-10 units s/c 30 min before food
Tab Glimisave MV 3.3 1-0-1 30 min before food 
TAb Dapanorm Trio 1-0-0 after food
Tab Rozavel F 10 0-0-1 after food 
Tab Gabantin NT 400 0-0-1 after food 
Tab Gemcal XT 0-1-0 after food x 1 month 
TAb D Rise 60 k Units 1/ week x 8 weeks 
Oint Zole F topically for feet 
Candid dusting powder

"
00278,USG scan follow up with old LFT reports of any
00279,"Strict diet 
At least 45 min brisk walk / day 
Try and lose weight 
Start Thyronorm 
To be taken first thing in the morning , empty stomach , at least 30 min gap to coffee and tea , 1 hr gap to breakfast 
Review 2 months with TSH , Lipid profile"
00280,"Meds as below 
Strict diet 
Walk as much as possible 
Avoid hypos

"
00281,"1) weight loss & healthy lifestyle 
2) yearly breast ultrasound .
"
00282,Check BP readings at home - morning and night -atleast 6 readings over a period of one week and review.
00283,"drink plenty of warm water
betadine gargling 
steam inhalation
adequate bed rest"
00284,"1. Tab. Neurorexforte one tablet once daily after food for 2 months 
--- 
 Tab. UPRISE D3 60K one tablet once weekly after breakfast for 6 weeks and then once monthly for 8 months."
00285,"1) Avoid incense sticks.
2) Dust precautions."
00286,"1. diabetic diet as expained
2. regular tolerable physical activity 
3. medication compliance
4. adequate water intake and sleep 
5. review after 2 weeks with FBS, PLBS. 
6. SALT RESTRICTION"
00287,"1. DIABETIC DIET AS ADVISED
2. LIFESTYLE MODIFICATION AS DISCUSSED
3. NUTRITION/ PHYSICAL TRAINING
4. REVIEW AFTER 2 WEEKS WITH FBS, PLBS, RA FACTOR TEST REPORTS"
00288,"Meds as below 
Strict diet 
Continue regular excercise"
00289,"Ice pack at night 
mobility restriction 
to wear knee brace while walking or for any activities
"
00290,"Continue with diet and exercise
Try and lose a bit more weight
Follow Gynaec advice 
"
00291,"Strict diet 
Options discussed 
Wants to work on diet and exercise
If not achieving targets then consider GLP1RA

"
00292,"1. LIFESTYLE MODIFICATION INCLUDING DIABETIC DIET
2. PHYSIOTHERAPHY
3. ADEQUATE SLEEP AND PHYSICAL TOLERABLE ACTIVITY
4. salt restriction
5. regular BLOOD PRESSURE monitering
6. CONTINUE OLD MEDICATION"
00293,"LIFE-STYLE MODIFICATION
BALANCED DIET TO BE FOLLOWED - CONSULT DIETICIAN
REGULAR PHYSICAL EXERCISE - CONSULT PHYSIOTHERAPIST
"
00294,"1. WEIGHT REDUCTION
2. OBSGYNECOLOGIST OPINION
3. NUTRITION AND PHYSICAL TRAINING
"
00295,review with report
00296,"Review with Platelet counts and CRP after 3 days.
Drink adequate amount of water."
00297,"DECREASE THE PROTEIN INTAKE AS ITS CAUSING CONSTIPATION
SWITCH TO NATURAL PROTEIN SOURCES 
DRINK PLENTY OF WATER AND FLUIDS 
TAKE SEASONAL FRIUTS AND FIBRE RICH DIET.
"
00298,"NEPHROLOGIST REVIEW
Diabetic medication as advised by our ENDOCRINOLOGIST
NUTRITION AND PHYSICAL TRAINING
EVALUTION OF JOINT PAINS
"
00299,"review with urine routine examination report
drink plenty of water and fluids"
00300,"BE COMPLIANT WITH NUTRITION AND PHYSICAL TRAINING
"
00301,"vitamin B12 levels, thyroid profile to be rechecked after 3 months 
"
00302,"smoking cesation
review with blood investigations
nutrition/physical training adherence"
00303,"ENDOCRINOLOGIST REVIEW DR. FRED WILLIAMS 
OPTHALMOLOGICAL EXAMINATION
MEDICATION ADHERENCE 
HYPOGLYCEMIA AWARENESS
NUTRITION AND PHYSICAL TRAINING"
00304,"NUTRITION AND PHYSICAL TRAINER INSTRUCTIONS TO BE FOLLOWED STRICTLY 
ADEQUATE SLEEP AND WATER INTAKE 
smoking ceasation"
00305,If no better contact dr
00306,to wait for a week for periods to come
00307,Review with reports after 2 weeks.
00308,"1) Remove soft toys.
2) Avoid using furry blankets.
3) Remove carpets. 
4) Use wet mopping for dusting. 
"
00309,"MEDICATION ADHERENCE
NUTRITION AND PHYSICAL TRAINING
continue antidiabetic medication and ROSUILIP ASP 75mg
"
00310,"If FBS < 100 then reduce night dose of insulin by 2 units at a time 
If FBS > 140 then increase nigh dose by 2 units at a time 
If PPBS < 130 then reduce morning dose by 2 units at a time
If PPBS > 180 then increase morning dose by 2 units at a time"
00311,"Meds as below 
Strict diet and walk as much as possible 
Watch for hypos
If any lows then change Glimy 2 mg to Glimy 1 mg 
Hypo advise given 

"
00312,Healthy lifestyle.
00313,REVIEW WITH OLD REPORTS
00314,"1. SEND US ALL PREVIOUS OLD REPORTS , PRESCRIPTIONS AND MEDICATIONS LIST.
2. BP MONITERING CHART
3. FUNDUS EXAMINATION
4. PHYSICAL TRAINING 
5. NUTRITION
6. PHYSIOTHERAPHY
"
00315,"PHYSICAL EXERCISE ATLEAST 30MIN DAILY 
INCREASE FRUITS, VEGETABLES AND DIETARY FIBRES IN DIET
TAKE MEDICATIONS AS PRESCRIBED"
00316,"1) Monitor BP twice daily.
2) Monitor FBS and PPBS daily."
00317,Review with report.
00318,"Lifestyle Modification
Collaborate on a personalized plan for weight management."
00319,"1) Avoid incense sticks at home. 
2) Eat food 2-3 hours before sleep. 
3) Avoid sour food. 
4) Avoid fatty food and cold fluids."
00320,"1. Continue to stop Inuslin as of now
2. recheck FBS and PPBS and inform
3. Hypoglycaemia symptoms made aware
4. continue other medications
5. R/V with reports -FBS, PPBS
6. Advised to check sugar levels if further any symptoms"
00321,"Monitor sleep, stress, exercise and nutrition."
00322,Need to focus on balancing muscle mass.
00323,1. Rest for 1 week
00324,"Strict diet 
At least 45 min brisk walk / day 
Check bloods
Change sites
Technique reviewed

Review with results
"
00325,"Iron rich diet advised
Regular exercise"
00326,"Meds as below 
Strict diet and regular exercise 
Engage with physical therapist and dietician 
Try and lose weight 
Reassess goals after 1 month 
Formal review 3 months"
00327,"Strict diet and regular exercise
Monitor sugars
AGP advised - Contact - 9742555539 - Parthasarathy
Review with AGP data"
00328,"Strict diet 
At least 45 min brisk walk / day 
Try and lose a bit of weight 
See dietician and Physio
Review 1months 
"
00329,"Alter meds as below 
Strict diet and regular exercise
Try and lose a bit of weight 
Review 1 month"
00330,"meds as below
review AGP after 3 days 
"
00331,"1. OBSGYNECOLOGIST OPINION
2. NUTRITION 
3. PHYSICAL TRAINING"
00332,"1. REVIEW WITH OLD REPORTS 
"
00333,blood pressure monitering
00334,"Diagnosis discussed.
Strict diet .
At least 45 min brisk walk / day 
Light weight training
Try and lose a bit of weight 
Reassess progress after 1 month 
"
00335,"lifestyle modifications 
To repeat lipid profile,LFT and hba1c and glucose after 2 months"
00336,to seek medical help if pain worsening or if there is numbness or loss of sensation around groin/anal area
00337,"SALT RESTRICTION
REGULAR PHYSICAL EXERCISE
MEDICATION ADHERENCE
T. AUGMENTIN 625MG ONLY IN CASE OF WORSENING OF SYMPTOMS"
00338,"MRI SCREENING WHOLE SPINE REPORT
CONTINUE THE MEDICATION AS PRESCRIBED"
00339,review with reports
00340,"USG PELVIS


REVIEW WITH REPORTS"
00341,"Eye Inflammation/
Eye Inflammation/

"
00342,"Add PPI 
Review as planned"
00343,"Strict diet 
At least 45 min brisk walk / day 
Start insulin 
Monitor sugars - accuchek / One touch glucometer
If FBS < 100 then reduce insulin dose by 2 units at a time 
If FBS > 130 then increase inulin dose by 2 units at a time 
Review 1 month with FBS,PPBS
"
00344,"Reassured 
Normal behaviour of Vit D and PTH explained 
Calcium is normal 
Stop D rise for now - change to maintenance dose next month 

"
00345,"Strict compliance 
At least 45 min brisk walk / day 
Monitor sugar s
Aim F 100-120 , PP 140 - 180
If FBS < 100 then reduce night dose by 2 units at a time 
If FBS >130 then increase night dose by 2 units at a time 
IF PPBS < 140 then reduce morning dose by 2 units at a time 
If PPBS > 180 then increase morning dose by 2 units at a time"
00346,"IF ANY SWEATING, IRRITABILITY,SHAKINESS, DIZINESS,NAUSEA,FEELING WEAK
TAKE SUGARY DRINK and CONTACT Dr"
00347,"lifestyle modifications as advised
weight reduction"
00348,"INVESTIGATIONS 
PHYSIOTHERAPHY"
00349,plenty of fluids and water
00350,"INVESTIGATIONS., PHYSIOTHERAPHY"
00351,physiotheraphy
00352,"Drink plenty of water 
Follow diet plan - consult dietician"
00353,exercise;diet;meditation
00354,"Continue with diet and regular exercise
Try and maintain weight 
"
00355,"Strict diet and regular exrecise
Try and lose a bit of weight 
Monitor sugars / BP 
Strict compliance

"
00356,"Strict diet and regular exercise
Strict diet 
At least 45 min brisk walk / day 
Try and lose a bit of weight 
Strict compliance with meds 
"
00357,"Strict diet and regular exrecise
Try and lose a bit of weight 
"
00358,"Strict diet 
Regular exercise
"
00359,"Meds as below 
Review with AGP after 1 week 
"
00360,"Meds as below 
Strict diet 
See dietician 
Monitor sugars
"
00361,DAILY SUNLIGHT EXPOSURE ATLEAST 20MINUTES.
00362,regular physiotheraphy
00363,"DIETICAN OPINION TO OPTIMIZE DIABETES AND HYPOTHYROID ISSSUES
ADEQUATE HYDRATION AND SLEEP
REGULAR EXERCISE AND PHYSIOTHERAPHY
MENTAL HEALTH COUNSELLING

"
00364,Takes medicines as advised.
00365,Physical exercise is very important.
00366,"Soft Neurological Signs;
Soft Neurological Signs;
"
00367,"Psychogenic Pain;
Psychogenic Pain;
"
00368,"Elbow Pain;
Elbow Pain;
Elbow Pain;
"
00369,"Skin Ulcer;
Skin Ulcer;
"
00370,"continue sunscreen
nutrition 
physical training
avoid phosphorous rich foods"
00371,Continue the medications as prescribed in the previous Consultation
00372,"REVIEW WITH OLD REPORTS 
USE GOOD QUALITY ANTI GLARE BLUE / ANTI REFLECTANT EYE GLASSES WHILE WORKING ON THE SCREEN
Avoid phosphorus rich food ."
00373,1. Please inform Present BP readings and weight
00374,"continue the medication as prescribed earlier
review with old reports 
mri whole spine screening"
00375,"REVIEW WITH PHOTO OF TOE., OLD REPORTS ., NEW TEST REPORTS"
00376,review with urine analysis report
00377,Review after 3 days if symptoms persists
00378,walking and lifestyle modification
00379,"upload all old reports 
review with reports"
00380,stop phosphorous containing foods
00381,Inform BP readings tomorrow
00382,"Diet and regular exercise to be continued
Drink plenty of water, avoid spicy food, tea, coffee, alcohol and smoking
Expose to early morning sunlight to improve vitamin D levels
"
00383,"Regular exercise - at least 30 minutes 5 times a week
Drink water regularly
Follow dietician advice
adequate sleep"
00384,"Meds as below 
Reassess after 3 months 
Consider denosumab / Zolendronate later"
00385,"Reassured re low sugars 
Review with results"
00386,"Meds as below 
Tighten up on diet and regular exercise
Light weight training 
Review 3 months 
If not settling then consider AGP"
00387,"Start insulin 
Meds as below
Technique demonstrated 
Review 4 weeks"
00388,"Meds as below 
Strict diet and regular exercicse
Try and lose a bit more weight 

"
00389,"Meds as above 
Change to fiasp 
Meds as below 
Recheck in 1 month"
00390,"Meds as below 
Strict diet and regular exercise
Try and lose a bit of weight 
Recheck FBS,PPBS, HbA1c in 6 weeks
drfred_williams@yahoo.com"
00391,REVIEW WITH ALL AVAILABLE OLD REPORTS
00392,Advised Essential blood tests and review
00393,"Meds as below
Strict diet and regular exercise
Recheck FBS , PPBS , HbA1c - in 2 months"
00394,"Meds as below 
Monitor and e mail weekly 
Review 1 month with SMBG"
00395,"Meds as below 
diet and regular exercise 
Try and lose a bit of weight 
Review 3 months"
00396,"Meds as below 
stay on same dose of Thyronorm 
Review 3 months or eaarlier if symptoms not settling"
00397,"Meds as below
Strict diet and regular exercise
Try to lose a bit of weight 
Recheck in 3 months"
00398,"Strict diet - see dietician 
Walk 15 min after each meal 
Home monitoring advised - accuchek / One touch glucometer 
Monitor sugars fasting and 1 hr after food as explained 
E mail readings - drfred_williams@yahoo.com
Aim F < 95 , 1 hr post meal < 140 
Review 1 month"
00399,"Strict diet and regular exercise
Try and lose a bit of weight 
At least 45 min brisk walk / day 
Recheck FBS, PPBS , after 1 week 
"
00400,"USG PELVIS 

HEALTHY LIFESTYLE 

REVIEW WITH REPORTS 

"
00401,Healthy lifestyle
00402,"Meds as below 
Change to repaglinide 
Review 1 week with AGP if not settling 
If better then review 1 month with FBS,PPBS"
00403,"if any light-Headedness, dizziness, chest pain, breathlessness, nose bleeds, headaches, weakness on one side of body contact Dr immediately"
00404,REVIEW AFTER PAP SMEAR REPORTS
00405,"Eat lot of salads 
Eggs regularly 
Meds as below 
Recheck TSH in 6 months"
00406,"Meds as below 
Strict diet and regular exercise
Recheck after 2 months"
00407,"Meds as below 
Strict diet and exercise to continue 
Try and lose a bit of weight 
Review 4 months
"
00408,"Meds as below 
Strict diet and regular exercise
Try and lose a bit of weight 
Recheck FBS, PPBS , HbA1c in 2 months 
"
00409,"Meds as below 
Strict diet and regular exercise
"
00410,"Meds as below 
Strict diet and regular exrecise
"
00411,"Tests advised 
Review with results"
00412,"Meds as below 
Strict diet and regular exercise
drfred_williams@yahoo.com
"
00413,"Meds as below 
Strict diet and regular exercise
Review 4 months"
00414,"Meds as below 
Strict compliance 
Review 4 months"
00415,"Meds as below 
Strict compliance 
Strict diet and regular exrecise
Recheck in 3 months"
00416,"Use a good moisturizer- Atogla lotion.
Use a body wash instead of soap.
"
00417,"Meds as below 
Strict diet and regular exercise 
Review 2 months"
00418,"Strict diet 
At least 15 min walk after each meal 
Monitor sugars - Fasting and 1 hr post meals
Start insulin as below 
Review 3 days with SMBG 
"
00419,"USG parotid gland - ? stones ? parotitis 
See ENT face to face 
Monitor sugars and uptitrate insulin if needed
Review as planned"
00420,"Reassured 
Paracetamol for pain relief if needed
Lifestyle changes as discussed earlier
Review 6 months"
00421,"Results discussed
Change sites
Technique reviewed
See Dietician - for carb counting 
Initial ratios - 
 1 unit of apidra for every 10 gms of carbs
Correction ratio - 1 units brings sugar down by 50 mg /dl 
review 2 weeks after starting carb counting for optimizatin of ratios
Continue with diet and exercise
"
00422,"Meds as below 
Strict diet and regular exercise 
At least 45 min brisk walk / day 
Monitor sugars 
Review 1 month"
00423,"Meds as below
Strict diet and regular exrecise
Try and lose a bit of weight 
Recheck FBS,PPBS 1 month"
00424,STOP ALL THE UNNECESSARY DRUGS THAT ARE CAUSING KIDNEY INJURY
00425,"Meds as below 
Strict diet and regular exercise
Recheck FBS , PPBS , Hba1c in 3 months

X ray spine - Nil sig 
"
00426,"Meds as below 
Lifestyle measures 
Strict diet and regular exercise
Try and lose a bit of weight 
Review 3 months


Avoid Sugar , jaggery, honey, white rice, tubers, soft and sweet fruits - eg - banana, grapes, chikoo, mango, Pineapple, Jackfruit , CUstard apple

Consume whole grains - brown rice,millets, chana, rajma, oats, wheat, dals, beans, leafy veg, sprouts, salads.

Hard and less sweet fruits - apple, pear, guava
Papaya , Melons , Kiwi , Pomegranate
Citrus fruits - orange, musambi
A handfull/small bowl of these fruits at a time only

Avoid juices, consume fruit as is
Avoid red meat
Fish , skinless chicken oK
Nuts, milk , curds OK
Avoid raisins , sticky dates 

"
00427,"Meds as below 
Recheck TSH after 1 month
review SOS if TSH > 2.5 
"
00428,"Meds as below 
Strict diet and regular exercise
Try and lose a bit of weight 
Light weight training 

T"
00429,"
Diagnosis explained
Rationale for Rx explained
Start Thyroxine
To be taken first thing in the morning, empty stomach , separate from all other meds, Nil to eat for 1 hr afterwards
Recheck in 2 month
"
00430,"Meds as below 
Strict compliance 
Review `1 month 
"
00431,"Drink plenty of water 
See vascular surgeon 
Continue meds as usual 
Additional laxative
Review as planned 

"
00432,"Drink plenty of water
adequate exposure to sunlight
Take medications regularly"
00433,"Meds as below 
stop insulin 
If any lows then change glimisave m V 3.3 to glimisave Mv 2 
"
00434,"Meds as below 
Review 1 week ( tele consult )"
00435,"Lifestyle interventions initially 
Work on diet and regular exercise
Try and lose weight 
Hold off pregnancy fr 6 months or adequate weight loss achieved 
Review 1 month"
00436,"Strict diet and regular exercise
Try and lose weight 
Reassess in 3 months 
If not improving consider Rx"
00437,"wear face mask
frequent gargling
drink warm water
"
00438,"Meds as below 
Strict compliance 
Aim F < 95 , PP < 140 
At least 45 min brisk walk / day 
If FBS < 90 then reduce tresiba dose by 2 units at a time
If FBS > 95 then increase tresiba dose by 2 units at a time 
Review 1 month"
00439,"Meds as below 
Strict diet and regular exercise
Try and walk as much as possible 
Monitor sugars 
Review 2 months 

Avoid Sugar , jaggery, honey, white rice, tubers, soft and sweet fruits - eg - banana, grapes, chikoo, mango, Pineapple, Jackfruit , CUstard apple

Consume whole grains - brown rice,millets, chana, rajma, oats, wheat, dals, beans, leafy veg, sprouts, salads.

Hard and less sweet fruits - apple, pear, guava
Papaya , Melons , Kiwi , Pomegranate
Citrus fruits - orange, musambi
A handfull/small bowl of these fruits at a time only

Avoid juices, consume fruit as is
Avoid red meat
Fish , skinless chicken oK
Nuts, milk , curds OK
Avoid raisins , sticky dates 
"
00440,"Meds as below 
GLP1 RA advised
Strict diet 
Regular exercise
Needs to lose weight 
Monitor sugars 
Review 2 month"
00441,"Meds as below 
Strict diet and regular exercise 
Try and lose a bit of weight 
Review 3 months 
"
00442,"Meds as below 
E mail readings
Recheck 3 months"
00443,"Meds as below 
Strict diet and regular exercise
Try and lose a bit of weight 
Review 4 months
"
00444,"Meds as below 
Strict diet and regular exrecise
Review 3 months"
00445,"Meds as below 
Strict diet and regular exercise
Monitor sugars intermittently 
Review 3 months"
00446,"Meds as below 
Strict diet and reguar exercise 
If any lows then stop Gemer P 1 and start Tab Pioz MF 15
Recheck 3 months
"
00447,"Meds as below 
Recheck TSH every 3 months or as soon as preg test +ve
Review SOS if TSH outside range or preg test +ve
"
00448,"Meds as below 
Strict diet and regular exercise
Try and lose a bit of weight 
Review 2 months
"
00449,"Meds as below 
Strict diet and regular exercise
Try and lose a bit of weight 
Review 4 months 
"
00450,"Meds as below 
Strict compliance 
Avoid Sugar , jaggery, honey, white rice, tubers, soft and sweet fruits - eg - banana, grapes, chikoo, mango, Pineapple, Jackfruit , CUstard apple
Consume whole grains - brown rice,millets, chana, rajma, oats, wheat, dals, beans, leafy veg, sprouts, salads.
Hard and less sweet fruits - apple, pear, guava
Papaya , Melons , Kiwi , Pomegranate
Citrus fruits - orange, musambi
A handfull/small bowl of these fruits at a time only
Avoid juices, consume fruit as is
Avoid red meat
Fish , skinless chicken oK
Nuts, milk , curds OK
Avoid raisins , sticky dates 

Recheck TSH FBS , Fasting insulin in 3 months"
00451,"Increase diet rich in vitamins
dietician opinion to be followed"
00452,"Meds as below 
Strict diet and regular exercise
Try and lose a bit of weight 
Recheck in 3 months"
00453,"Meds as below 
Strict diet and regular exrecise
Try and lose a bit of weight 
Recheck 3 months"
